Arup





File 221109 HPC_Full model v7-4 - v40 for Roof-v1.gwb
Exported 10/02/2023 14:29:48

GSA 10.1.63.64 64-bit Copyright © Oasys 1985-2022

Beam and Spring Forces and Moments
The force in an element at any point is the force required to maintain
equilibrium if the element is cut at that point and the end 2 part of the
element is discarded.  Thus:     +ve axial forces are tensile
Forces and moments are output in element axis directions
i.e. Fx: axial force;  Fy & Fz: shear forces;  Mxx: torsion;  Myy & Mzz: moments
Element axes for springs are as defined by the spring property axis no.
For Response Spectrum analysis cases only results calculated in the analysis are available and these are only available in the axes in which they were calculated.
e.g. element displacements are only available in global directions; 2D element stresses are only available in local directions; principal stresses are not reported.
For Response Spectrum analysis cases only the sum of Total Reactions are reported.
All components are enveloped.  Components are not coexistent.
Member list:  7416 7502 7526 7527 7528 7530 7531 7534 to 7537 7539 7540 7543 to 7553 7568 to 7576 7578 to 7604 7791 7794 7795 8022 8023 8024 8037 to 8043 8276 to 8279 9172 9239 9241 to 9251 9264 9265 9266 9281 9292 9293 9342 to 9345 9516 to 9525 9533 to 9543 9545 to 9557 9572 to 9575 9848 10035 to 10039 10041 to 10045 10052 to 10059 10066 10107 to 10118 10196 10197 10198 10201 to 10204 10296 10299 10323 10324 10329 10330 10851 to 10854 10875 10876 10877 10880 10885 11049 11050 11051 11082 to 11090 11115 to 11118 11124 11125 11130 11131 11136 to 11144 11480 11481 11509 to 11514 11537 11538 11539 11576 11577 11581 11582 11970 11971 11979 11980 49145 49146 49173 49174 49193 49196 49220 49223
Case list:  C94 : ENV
Refer to Combination Case and Envelope Details for details of enveloping permutations.

START_TABLE Beam and Spring Forces and Moments
,,,,,[kN],,[kN],,[kN],,[kNm],,[kNm],,[kNm],,[kN],,[kNm],
Memb,Case,Node,Pos,Env,Fx,Fx Perm,Fy,Fy Perm,Fz,Fz Perm,Mxx,Mxx Perm,Myy,Myy Perm,Mzz,Mzz Perm,|Fyz|,|Fyz| Perm,|Myz|,|Myz| Perm
9549,C94,,64.6%,Min,-60.88,P25,-3.743,P5,119.9,P69,-0.8177,P68,-714.5,P33,-2.493,P5,119.9,P69,207.2,P2
9549,C94,,70.5%,Max,-10.19,P55,2.517,P4,334.9,P24,8.334,P7,-130.8,P2,2.979,P4,334.9,P24,586.2,P33
9549,C94,,70.5%,Min,-60.88,P25,-3.743,P5,123.7,P69,-0.8177,P68,-586.2,P33,-2.325,P5,123.7,P69,130.8,P2
9549,C94,,76.4%,Max,-10.19,P55,2.517,P4,340.1,P24,8.334,P7,-52.83,P2,3.311,P4,340.1,P24,455.7,P33
9549,C94,,76.4%,Min,-60.88,P25,-3.743,P5,127.6,P69,-0.8177,P68,-455.7,P33,-2.156,P5,127.6,P69,52.90,P2
9549,C94,,76.4%,Max,2.025,P2,2.037,P4,410.3,P24,8.725,P25,-25.66,P2,0.9418,P2,410.3,P24,409.4,P33
9549,C94,,76.4%,Min,-84.80,P13,-2.726,P5,153.2,P69,-0.4626,P68,-409.4,P33,-1.769,P3,153.2,P69,25.68,P2
9549,C94,,82.3%,Max,2.025,P2,2.037,P4,415.5,P24,8.725,P25,67.69,P2,1.463,P4,415.5,P24,265.8,P3
9549,C94,,82.3%,Min,-84.80,P13,-2.726,P5,157.0,P69,-0.4626,P68,-265.8,P3,-2.009,P5,157.0,P69,13.53,P48
9549,C94,,88.2%,Max,2.025,P2,2.037,P4,420.7,P24,8.725,P25,162.6,P2,2.021,P4,420.7,P24,187.4,P3
9549,C94,,88.2%,Min,-84.80,P13,-2.726,P5,160.9,P69,-0.4626,P68,-187.4,P3,-2.286,P5,160.9,P69,1.021,P25
9549,C94,,94.1%,Max,2.025,P2,2.037,P4,425.9,P24,8.725,P25,259.1,P2,2.579,P4,425.9,P24,259.1,P2
9549,C94,,94.1%,Min,-84.80,P13,-2.726,P5,164.7,P69,-0.4626,P68,-107.5,P3,-2.562,P5,164.7,P69,3.744,P67
9549,C94,5138,100.0%,Max,2.025,P2,2.037,P4,431.1,P24,8.725,P25,358.6,P12,3.137,P4,431.1,P24,358.6,P12
9549,C94,5138,100.0%,Min,-84.80,P13,-2.726,P5,168.6,P69,-0.4626,P68,-25.95,P3,-2.839,P5,168.6,P69,18.18,P5
9550,C94,4819,0.0%,Max,88.57,P79,106.4,P75,7.073,P4,-11.92,P69,314.2,P4,139.2,P75,213.2,P12,413.8,P5
9550,C94,4819,0.0%,Min,-161.1,P5,-104.3,P92,-207.3,P12,-38.29,P24,-408.8,P5,-135.1,P92,54.08,P63,37.37,P1
9550,C94,,6.2%,Max,88.57,P79,106.4,P75,11.17,P4,-11.92,P69,243.5,P4,92.91,P75,207.8,P12,408.7,P5
9550,C94,,6.2%,Min,-161.1,P5,-104.3,P92,-201.8,P12,-38.29,P24,-405.0,P5,-89.68,P92,50.14,P63,20.55,P31
9550,C94,,12.5%,Max,88.57,P79,106.4,P75,15.27,P4,-11.92,P69,184.9,P48,57.18,P2,202.4,P12,402.0,P5
9550,C94,,12.5%,Min,-161.1,P5,-104.3,P92,-196.2,P12,-38.29,P24,-399.4,P5,-50.25,P3,46.22,P63,15.41,P18
9550,C94,,18.7%,Max,88.57,P79,106.4,P75,19.38,P4,-11.92,P69,129.6,P48,41.18,P2,197.1,P12,393.7,P5
9550,C94,,18.7%,Min,-161.1,P5,-104.3,P92,-190.7,P12,-38.29,P24,-392.1,P5,-39.79,P3,42.34,P63,2.118,P66
9550,C94,,25.0%,Max,88.57,P79,106.4,P75,23.48,P4,-11.92,P69,76.18,P48,46.57,P92,191.7,P12,384.4,P3
9550,C94,,25.0%,Min,-161.1,P5,-104.3,P92,-185.2,P12,-38.29,P24,-383.2,P3,-46.11,P75,38.51,P63,13.74,P62
9550,C94,,25.0%,Max,41.30,P2,2.136,P75,46.55,P4,-4.305,P69,64.29,P48,0.9700,P2,140.8,P12,385.0,P3
9550,C94,,25.0%,Min,-121.8,P3,-1.990,P92,-140.8,P12,-18.83,P25,-385.0,P3,-0.4951,P3,18.06,P63,0.9962,P44
9550,C94,,31.2%,Max,41.30,P2,2.136,P75,50.65,P4,-4.305,P69,21.20,P48,1.152,P2,135.2,P12,367.6,P3
9550,C94,,31.2%,Min,-121.8,P3,-1.990,P92,-135.2,P12,-18.83,P25,-367.6,P3,-0.8409,P3,13.96,P63,2.255,P36
9550,C94,,37.5%,Max,41.30,P2,2.136,P75,54.75,P4,-4.305,P69,-20.11,P48,1.539,P68,129.7,P12,383.7,P8
9550,C94,,37.5%,Min,-121.8,P3,-1.990,P92,-129.7,P12,-18.83,P25,-383.7,P8,-1.187,P3,9.856,P63,20.12,P48
9550,C94,,43.7%,Max,41.30,P2,2.136,P75,58.85,P4,-4.305,P69,-59.63,P48,2.400,P68,124.2,P12,412.9,P8
9550,C94,,43.7%,Min,-121.8,P3,-1.990,P92,-124.2,P12,-18.83,P25,-412.9,P8,-1.967,P75,5.759,P63,59.64,P48
9550,C94,,50.0%,Max,41.30,P2,2.136,P75,62.95,P4,-4.305,P69,-97.36,P48,3.260,P68,118.6,P12,439.6,P8
9550,C94,,50.0%,Min,-121.8,P3,-1.990,P92,-118.6,P12,-18.83,P25,-439.6,P8,-2.898,P75,1.680,P63,97.38,P48
9550,C94,,50.0%,Max,128.4,P2,5.987,P2,190.3,P27,15.21,P24,-99.98,P48,4.743,P2,190.3,P27,440.6,P8
9550,C94,,50.0%,Min,-206.6,P3,-4.821,P3,9.571,P3,4.100,P3,-440.6,P8,-3.475,P3,10.72,P3,100.0,P48
9550,C94,,56.2%,Max,128.4,P2,5.987,P2,195.9,P27,15.21,P24,-92.35,P48,4.801,P2,195.9,P27,358.4,P8
9550,C94,,56.2%,Min,-206.6,P3,-4.821,P3,13.67,P3,4.100,P3,-358.4,P8,-4.041,P3,14.50,P3,92.36,P48
9550,C94,,62.5%,Max,128.4,P2,5.987,P2,201.4,P27,15.21,P24,-60.48,P2,4.859,P2,201.4,P27,273.8,P8
9550,C94,,62.5%,Min,-206.6,P3,-4.821,P3,17.77,P3,4.100,P3,-273.8,P8,-4.607,P3,18.42,P3,60.68,P2
9550,C94,,68.7%,Max,128.4,P2,5.987,P2,206.9,P27,15.21,P24,-1.124,P4,4.917,P2,206.9,P27,187.2,P5
9550,C94,,68.7%,Min,-206.6,P3,-4.821,P3,21.87,P3,4.100,P3,-187.1,P5,-5.172,P3,22.40,P3,4.310,P4
9550,C94,,75.0%,Max,128.4,P2,5.987,P2,212.5,P27,15.21,P24,61.64,P4,4.974,P2,212.5,P27,150.8,P5
9550,C94,,75.0%,Min,-206.6,P3,-4.821,P3,25.97,P3,4.100,P3,-150.8,P5,-5.738,P3,26.42,P3,15.58,P75
9550,C94,,75.0%,Max,196.4,P2,10.81,P7,241.6,P27,22.37,P24,77.24,P4,6.993,P25,241.8,P27,148.2,P5
9550,C94,,75.0%,Min,-297.0,P3,1.618,P93,39.48,P3,7.459,P3,-148.1,P5,1.088,P3,39.56,P3,7.818,P75
9550,C94,,81.2%,Max,196.4,P2,10.81,P7,247.1,P27,22.37,P24,173.0,P4,4.304,P2,247.3,P27,173.0,P4
9550,C94,,81.2%,Min,-297.0,P3,1.618,P93,43.58,P3,7.459,P3,-129.2,P5,-1.708,P3,43.65,P3,1.595,P72
9550,C94,,87.5%,Max,196.4,P2,10.81,P7,252.6,P27,22.37,P24,270.5,P4,2.675,P4,252.8,P27,270.5,P4
9550,C94,,87.5%,Min,-297.0,P3,1.618,P93,47.68,P3,7.459,P3,-108.6,P5,-4.755,P5,47.75,P3,0.6613,P82
9550,C94,,93.7%,Max,196.4,P2,10.81,P7,258.2,P27,22.37,P24,369.7,P4,1.376,P4,258.4,P27,369.7,P4
9550,C94,,93.7%,Min,-297.0,P3,1.618,P93,51.78,P3,7.459,P3,-86.09,P5,-8.132,P5,51.84,P3,2.045,P58
9550,C94,5018,100.0%,Max,196.4,P2,10.81,P7,263.7,P27,22.37,P24,470.8,P4,0.07589,P4,263.9,P27,470.8,P4
9550,C94,5018,100.0%,Min,-297.0,P3,1.618,P93,55.88,P3,7.459,P3,-61.83,P5,-12.31,P7,55.94,P3,16.52,P60
9551,C94,7373,0.0%,Max,552.8,P2,43.91,P4,41.96,P4,13.06,P25,784.7,P4,30.04,P4,332.9,P21,785.3,P4
9551,C94,7373,0.0%,Min,-690.9,P3,-37.80,P5,-332.8,P21,-0.2192,P69,-649.9,P5,-30.62,P5,7.197,P48,8.731,P29
9551,C94,,5.5%,Max,552.8,P2,43.91,P4,44.79,P4,13.06,P25,700.4,P4,26.72,P4,329.1,P21,701.0,P4
9551,C94,,5.5%,Min,-690.9,P3,-37.80,P5,-329.0,P21,-0.2192,P69,-637.0,P5,-29.15,P5,4.492,P48,4.858,P87
9551,C94,,11.0%,Max,552.8,P2,43.91,P4,47.62,P4,13.06,P25,617.0,P4,23.41,P4,325.3,P21,623.8,P5
9551,C94,,11.0%,Min,-690.9,P3,-37.80,P5,-325.2,P21,-0.2192,P69,-623.2,P5,-27.67,P5,2.144,P48,6.834,P27
9551,C94,,16.5%,Max,552.8,P2,43.91,P4,50.46,P4,13.06,P25,534.4,P4,20.10,P4,321.5,P21,609.2,P5
9551,C94,,16.5%,Min,-690.9,P3,-37.80,P5,-321.3,P21,-0.2192,P69,-608.6,P5,-26.20,P5,1.402,P36,4.574,P9
9551,C94,,22.0%,Max,552.8,P2,43.91,P4,53.29,P4,13.06,P25,452.6,P4,17.49,P2,317.6,P21,593.6,P5
9551,C94,,22.0%,Min,-690.9,P3,-37.80,P5,-317.5,P21,-0.2192,P69,-593.1,P5,-25.42,P3,1.430,P60,37.52,P78
9551,C94,,22.0%,Max,378.0,P2,5.085,P2,76.93,P4,10.13,P13,435.3,P4,1.959,P55,275.5,P21,588.6,P5
9551,C94,,22.0%,Min,-492.3,P3,-6.799,P3,-275.5,P21,-0.7600,P69,-588.6,P5,-5.256,P3,1.617,P64,26.11,P30
9551,C94,,27.5%,Max,378.0,P2,5.085,P2,79.76,P4,10.13,P13,360.7,P4,2.945,P2,271.7,P21,565.4,P5
9551,C94,,27.5%,Min,-492.3,P3,-6.799,P3,-271.7,P21,-0.7600,P69,-565.4,P5,-5.786,P3,1.169,P41,3.811,P78
9551,C94,,33.0%,Max,378.0,P2,5.085,P2,82.60,P4,10.13,P13,287.0,P4,3.990,P2,267.9,P21,541.3,P5
9551,C94,,33.0%,Min,-492.3,P3,-6.799,P3,-267.9,P21,-0.7600,P69,-541.3,P5,-6.315,P3,1.773,P65,10.65,P79
9551,C94,,38.5%,Max,378.0,P2,5.085,P2,85.43,P4,10.13,P13,214.2,P4,5.035,P2,264.1,P21,516.4,P5
9551,C94,,38.5%,Min,-492.3,P3,-6.799,P3,-264.0,P21,-0.7600,P69,-516.4,P5,-6.845,P3,4.168,P65,0.8678,P81
9551,C94,,44.0%,Max,378.0,P2,5.085,P2,88.26,P4,10.13,P13,142.2,P4,6.080,P2,260.2,P21,490.7,P5
9551,C94,,44.0%,Min,-492.3,P3,-6.799,P3,-260.2,P21,-0.7600,P69,-490.6,P5,-7.375,P3,2.469,P72,2.260,P55
9551,C94,,44.0%,Max,244.1,P2,2.197,P69,270.9,P4,-0.8629,P93,111.3,P4,2.596,P69,270.9,P4,491.8,P5
9551,C94,,44.0%,Min,-338.1,P3,-6.491,P5,-57.00,P5,-3.662,P6,-491.7,P5,-7.272,P3,3.096,P43,5.309,P93
9551,C94,,51.0%,Max,244.1,P2,2.197,P69,275.5,P12,-0.8629,P93,91.17,P4,2.426,P2,275.6,P12,388.3,P5
9551,C94,,51.0%,Min,-338.1,P3,-6.491,P5,-53.39,P5,-3.662,P6,-388.2,P5,-5.843,P3,1.982,P43,1.430,P93
9551,C94,,58.0%,Max,244.1,P2,2.197,P69,280.4,P12,-0.8629,P93,72.44,P4,2.812,P2,280.4,P12,283.4,P5
9551,C94,,58.0%,Min,-338.1,P3,-6.491,P5,-49.78,P5,-3.662,P6,-283.4,P5,-4.413,P3,2.632,P67,0.8220,P92
9551,C94,,65.0%,Max,244.1,P2,2.197,P69,285.2,P12,-0.8629,P93,55.10,P4,3.210,P4,285.3,P12,177.2,P5
9551,C94,,65.0%,Min,-338.1,P3,-6.491,P5,-46.17,P5,-3.662,P6,-177.2,P5,-2.997,P5,2.922,P67,3.902,P67
9551,C94,,72.0%,Max,244.1,P2,2.197,P69,290.1,P12,-0.8629,P93,39.14,P4,3.670,P4,290.2,P12,69.55,P5
9551,C94,,72.0%,Min,-338.1,P3,-6.491,P5,-42.56,P5,-3.662,P6,-69.54,P5,-1.642,P5,2.039,P56,0.7832,P66
9551,C94,,72.0%,Max,171.4,P4,3.459,P2,332.6,P12,-1.331,P69,38.55,P4,2.396,P2,332.7,P12,39.57,P5
9551,C94,,72.0%,Min,-258.9,P5,-9.639,P3,-21.67,P5,-6.585,P6,-39.16,P5,-6.914,P3,1.863,P45,0.4084,P19
9551,C94,,79.0%,Max,171.4,P4,3.459,P2,337.5,P12,-1.331,P69,140.5,P4,3.777,P2,337.6,P12,140.6,P4
9551,C94,,79.0%,Min,-258.9,P5,-9.639,P3,-18.06,P5,-6.585,P6,-29.47,P5,-5.927,P3,1.388,P69,10.52,P55
9551,C94,,86.0%,Max,171.4,P4,3.459,P2,342.4,P12,-1.331,P69,246.1,P2,5.158,P2,342.4,P12,246.2,P2
9551,C94,,86.0%,Min,-258.9,P5,-9.639,P3,-14.45,P5,-6.585,P6,-20.61,P3,-4.940,P3,2.813,P69,18.78,P5
9551,C94,,93.0%,Max,171.4,P4,3.459,P2,347.2,P12,-1.331,P69,368.6,P12,6.539,P2,347.3,P12,368.6,P12
9551,C94,,93.0%,Min,-258.9,P5,-9.639,P3,-10.84,P5,-6.585,P6,-10.48,P3,-3.952,P3,6.320,P69,6.565,P5
9551,C94,5989,100.0%,Max,171.4,P4,3.459,P2,352.1,P12,-1.331,P69,502.6,P12,7.921,P2,352.2,P12,502.6,P12
9551,C94,5989,100.0%,Min,-258.9,P5,-9.639,P3,-7.233,P5,-6.585,P6,1.023,P3,-2.965,P3,9.900,P69,3.137,P3
9552,C94,5971,0.0%,Max,10.50,P2,19.69,P2,-86.74,P2,0.2729,P2,435.3,P2,10.74,P2,375.3,P25,435.4,P2
9552,C94,5971,0.0%,Min,-79.48,P3,-13.22,P69,-375.1,P25,-6.435,P3,-66.45,P3,-8.634,P69,88.95,P2,14.41,P55
9552,C94,,4.6%,Max,10.50,P2,19.69,P2,-83.58,P2,0.2729,P2,338.1,P2,10.22,P2,371.1,P25,338.2,P2
9552,C94,,4.6%,Min,-79.48,P3,-13.22,P69,-370.8,P25,-6.435,P3,-96.29,P3,-9.632,P3,85.87,P2,1.916,P67
9552,C94,,9.1%,Max,10.50,P2,19.69,P2,-80.42,P2,0.2729,P2,241.9,P2,9.711,P2,366.8,P25,242.1,P2
9552,C94,,9.1%,Min,-79.48,P3,-13.22,P69,-366.6,P25,-6.435,P3,-125.1,P3,-11.82,P3,82.79,P2,1.531,P68
9552,C94,,13.7%,Max,10.50,P2,19.69,P2,-77.25,P2,0.2729,P2,146.8,P2,9.198,P2,362.5,P25,153.4,P3
9552,C94,,13.7%,Min,-79.48,P3,-13.22,P69,-362.3,P25,-6.435,P3,-152.8,P3,-14.01,P3,79.72,P2,2.000,P59
9552,C94,,18.2%,Max,10.50,P2,19.69,P2,-74.09,P2,0.2729,P2,52.77,P2,9.142,P69,358.3,P25,190.5,P19
9552,C94,,18.2%,Min,-79.48,P3,-13.22,P69,-358.0,P25,-6.435,P3,-190.5,P19,-16.20,P3,76.66,P2,13.17,P85
9552,C94,,18.2%,Max,13.16,P2,3.743,P4,-29.72,P2,-1.086,P46,35.03,P2,2.054,P4,265.3,P25,200.7,P19
9552,C94,,18.2%,Min,-92.09,P3,-5.031,P5,-265.3,P25,-7.427,P8,-200.7,P19,-4.913,P5,29.95,P2,22.87,P85
9552,C94,,22.8%,Max,13.16,P2,3.743,P4,-26.56,P2,-1.086,P46,-21.76,P2,2.232,P2,261.0,P25,266.3,P31
9552,C94,,22.8%,Min,-92.09,P3,-5.031,P5,-261.0,P25,-7.427,P8,-266.3,P31,-4.658,P3,26.82,P2,21.88,P2
9552,C94,,27.3%,Max,13.16,P2,3.743,P4,-23.39,P2,-1.086,P46,-77.49,P2,2.603,P2,256.7,P25,336.9,P6
9552,C94,,27.3%,Min,-92.09,P3,-5.031,P5,-256.7,P25,-7.427,P8,-336.8,P6,-4.597,P3,23.69,P2,77.54,P2
9552,C94,,31.9%,Max,13.16,P2,3.743,P4,-20.23,P2,-1.086,P46,-127.9,P69,2.974,P2,252.4,P25,415.3,P6
9552,C94,,31.9%,Min,-92.09,P3,-5.031,P5,-252.4,P25,-7.427,P8,-415.3,P6,-4.535,P3,20.57,P2,127.9,P69
9552,C94,,36.4%,Max,13.16,P2,3.743,P4,-17.07,P2,-1.086,P46,-143.9,P69,3.893,P69,248.2,P25,497.9,P24
9552,C94,,36.4%,Min,-92.09,P3,-5.031,P5,-248.2,P25,-7.427,P8,-497.9,P24,-4.474,P3,17.46,P2,143.9,P69
9552,C94,,36.4%,Max,42.86,P2,6.653,P4,11.79,P2,0.9347,P2,-146.6,P69,3.798,P4,193.7,P3,515.0,P24
9552,C94,,36.4%,Min,-127.0,P3,-8.093,P5,-193.5,P3,-2.971,P3,-515.0,P24,-4.923,P5,7.074,P4,146.6,P69
9552,C94,,41.0%,Max,42.86,P2,6.653,P4,14.95,P2,0.9347,P2,-153.0,P69,4.357,P4,190.5,P3,575.8,P24
9552,C94,,41.0%,Min,-127.0,P3,-8.093,P5,-190.4,P3,-2.971,P3,-575.8,P24,-4.999,P5,6.697,P4,153.0,P69
9552,C94,,45.5%,Max,42.86,P2,6.653,P4,18.11,P2,0.9347,P2,-158.3,P69,4.916,P4,187.4,P3,635.2,P24
9552,C94,,45.5%,Min,-127.0,P3,-8.093,P5,-187.2,P3,-2.971,P3,-635.2,P24,-5.075,P5,7.725,P4,158.3,P69
9552,C94,,50.1%,Max,42.86,P2,6.653,P4,21.28,P2,0.9347,P2,-162.5,P69,5.476,P4,184.2,P3,693.2,P24
9552,C94,,50.1%,Min,-127.0,P3,-8.093,P5,-184.0,P3,-2.971,P3,-693.2,P24,-5.150,P5,9.494,P67,162.6,P69
9552,C94,,54.6%,Max,42.86,P2,6.653,P4,24.44,P2,0.9347,P2,-165.7,P69,6.035,P4,181.0,P3,749.7,P24
9552,C94,,54.6%,Min,-127.0,P3,-8.093,P5,-180.9,P3,-2.971,P3,-749.7,P24,-5.226,P5,6.652,P67,165.8,P69
9552,C94,,54.6%,Max,116.5,P2,4.759,P4,296.6,P31,5.389,P2,-175.4,P69,4.696,P4,296.6,P31,774.7,P24
9552,C94,,54.6%,Min,-221.3,P3,-4.218,P5,24.58,P3,-3.237,P3,-774.7,P24,-3.942,P5,24.75,P3,175.4,P69
9552,C94,,60.3%,Max,116.5,P2,4.759,P4,302.0,P31,5.389,P2,-90.50,P2,4.352,P4,302.0,P31,676.4,P25
9552,C94,,60.3%,Min,-221.3,P3,-4.218,P5,28.52,P3,-3.237,P3,-676.4,P25,-3.825,P5,28.67,P3,90.56,P2
9552,C94,,66.0%,Max,116.5,P2,4.759,P4,307.3,P31,5.389,P2,1.746,P2,4.008,P4,307.3,P31,586.5,P13
9552,C94,,66.0%,Min,-221.3,P3,-4.218,P5,32.46,P3,-3.237,P3,-586.5,P13,-3.708,P5,32.59,P3,3.546,P2
9552,C94,,71.6%,Max,116.5,P2,4.759,P4,312.6,P31,5.389,P2,95.64,P2,3.665,P4,312.6,P31,531.7,P3
9552,C94,,71.6%,Min,-221.3,P3,-4.218,P5,36.40,P3,-3.237,P3,-531.7,P3,-3.591,P5,36.51,P3,0.8409,P66
9552,C94,,77.3%,Max,116.5,P2,4.759,P4,317.9,P31,5.389,P2,191.2,P2,3.321,P4,317.9,P31,513.5,P3
9552,C94,,77.3%,Min,-221.3,P3,-4.218,P5,40.34,P3,-3.237,P3,-513.5,P3,-3.473,P5,40.44,P3,13.59,P90
9552,C94,,77.3%,Max,161.1,P2,10.67,P2,403.4,P31,5.027,P2,229.7,P2,9.352,P2,403.4,P31,502.1,P3
9552,C94,,77.3%,Min,-336.9,P3,-7.459,P3,83.35,P3,-6.684,P3,-502.1,P3,-6.079,P3,83.68,P3,7.464,P18
9552,C94,,83.0%,Max,161.1,P2,10.67,P2,408.7,P31,5.027,P2,343.5,P2,8.982,P2,408.7,P31,465.3,P3
9552,C94,,83.0%,Min,-336.9,P3,-7.459,P3,87.29,P3,-6.684,P3,-465.3,P3,-7.052,P3,87.61,P3,0.2782,P87
9552,C94,,88.7%,Max,161.1,P2,10.67,P2,414.1,P31,5.027,P2,458.9,P2,8.612,P2,414.1,P31,459.0,P2
9552,C94,,88.7%,Min,-336.9,P3,-7.459,P3,91.23,P3,-6.684,P3,-426.8,P3,-8.024,P3,91.54,P3,3.363,P34
9552,C94,,94.3%,Max,161.1,P2,10.67,P2,419.4,P31,5.027,P2,576.0,P2,8.242,P2,419.4,P31,576.1,P2
9552,C94,,94.3%,Min,-336.9,P3,-7.459,P3,95.17,P3,-6.684,P3,-386.8,P3,-8.997,P3,95.46,P3,2.826,P71
9552,C94,7363,100.0%,Max,161.1,P2,10.67,P2,424.7,P31,5.027,P2,707.3,P21,7.873,P2,424.7,P31,707.4,P21
9552,C94,7363,100.0%,Min,-336.9,P3,-7.459,P3,99.11,P3,-6.684,P3,-345.0,P3,-9.969,P3,99.39,P3,40.89,P85
9553,C94,7362,0.0%,Max,222.2,P2,58.42,P4,-24.08,P2,2.376,P48,572.8,P2,54.49,P4,327.6,P21,574.6,P2
9553,C94,7362,0.0%,Min,-264.1,P3,-32.37,P55,-327.1,P21,-8.639,P21,-525.0,P3,-29.89,P55,49.26,P48,13.21,P35
9553,C94,,5.5%,Max,222.2,P2,58.42,P4,-21.24,P2,2.376,P48,496.4,P2,42.72,P4,323.8,P21,532.2,P3
9553,C94,,5.5%,Min,-264.1,P3,-32.37,P55,-323.2,P21,-8.639,P21,-532.0,P3,-21.98,P5,46.52,P48,10.64,P11
9553,C94,,11.0%,Max,222.2,P2,58.42,P4,-18.40,P2,2.376,P48,420.9,P2,30.95,P4,319.9,P21,538.4,P3
9553,C94,,11.0%,Min,-264.1,P3,-32.37,P55,-319.4,P21,-8.639,P21,-538.2,P3,-20.12,P5,43.78,P48,6.252,P78
9553,C94,,16.5%,Max,222.2,P2,58.42,P4,-15.57,P2,2.376,P48,346.2,P2,19.18,P4,316.1,P21,543.7,P3
9553,C94,,16.5%,Min,-264.1,P3,-32.37,P55,-315.6,P21,-8.639,P21,-543.5,P3,-18.26,P5,41.06,P48,0.6599,P87
9553,C94,,22.0%,Max,222.2,P2,58.42,P4,-12.73,P2,2.376,P48,272.3,P2,9.101,P55,312.3,P21,548.2,P3
9553,C94,,22.0%,Min,-264.1,P3,-32.37,P55,-311.8,P21,-8.639,P21,-548.0,P3,-16.40,P5,38.35,P48,5.648,P18
9553,C94,,22.0%,Max,159.3,P2,21.48,P2,20.05,P2,4.404,P2,256.3,P2,11.65,P4,257.7,P21,547.9,P3
9553,C94,,22.0%,Min,-181.8,P3,-10.64,P67,-257.6,P21,-3.685,P69,-547.9,P3,-5.939,P67,21.32,P4,2.224,P20
9553,C94,,27.4%,Max,159.3,P2,21.48,P2,22.88,P2,4.404,P2,191.0,P2,10.38,P4,253.8,P21,541.8,P3
9553,C94,,27.4%,Min,-181.8,P3,-10.64,P67,-253.8,P21,-3.685,P69,-541.7,P3,-7.141,P5,19.89,P48,3.091,P56
9553,C94,,32.9%,Max,159.3,P2,21.48,P2,25.72,P2,4.404,P2,126.5,P2,9.330,P2,250.0,P21,534.8,P3
9553,C94,,32.9%,Min,-181.8,P3,-10.64,P67,-250.0,P21,-3.685,P69,-534.7,P3,-9.646,P3,18.47,P48,2.301,P43
9553,C94,,38.4%,Max,159.3,P2,21.48,P2,28.55,P2,4.404,P2,62.79,P2,8.328,P2,246.2,P21,527.0,P3
9553,C94,,38.4%,Min,-181.8,P3,-10.64,P67,-246.2,P21,-3.685,P69,-526.9,P3,-12.20,P3,17.39,P48,7.790,P69
9553,C94,,43.9%,Max,159.3,P2,21.48,P2,31.39,P2,4.404,P2,-0.01515,P2,7.327,P2,242.4,P21,535.8,P13
9553,C94,,43.9%,Min,-181.8,P3,-10.64,P67,-242.3,P21,-3.685,P69,-535.7,P13,-14.75,P3,16.73,P48,7.327,P2
9553,C94,,43.9%,Max,119.8,P2,13.10,P2,240.1,P2,1.072,P4,-34.93,P2,10.49,P2,240.4,P2,585.3,P25
9553,C94,,43.9%,Min,-119.8,P3,-7.986,P69,-59.10,P3,-0.4516,P5,-585.3,P25,-6.701,P69,5.502,P43,36.47,P2
9553,C94,,50.9%,Max,119.8,P2,13.10,P2,243.7,P2,1.072,P4,-56.00,P2,9.334,P2,244.0,P2,508.4,P25
9553,C94,,50.9%,Min,-119.8,P3,-7.986,P69,-55.48,P3,-0.4516,P5,-508.4,P25,-7.157,P3,4.871,P66,56.78,P2
9553,C94,,57.9%,Max,119.8,P2,13.10,P2,247.3,P2,1.072,P4,-75.69,P2,8.178,P2,247.7,P2,429.5,P25
9553,C94,,57.9%,Min,-119.8,P3,-7.986,P69,-51.85,P3,-0.4516,P5,-429.5,P25,-8.004,P3,6.319,P66,76.13,P2
9553,C94,,64.9%,Max,119.8,P2,13.10,P2,250.9,P2,1.072,P4,-92.82,P67,7.022,P2,251.3,P2,348.8,P25
9553,C94,,64.9%,Min,-119.8,P3,-7.986,P69,-48.23,P3,-0.4516,P5,-348.8,P25,-8.850,P3,4.995,P67,92.84,P67
9553,C94,,72.0%,Max,119.8,P2,13.10,P2,254.6,P2,1.072,P4,-92.40,P67,5.866,P2,254.9,P2,266.3,P24
